id,amount,category,ts,tier,date,hour,day_of_week,amount_z
365,144.44,C,2024-01-16 05:00:00,high,2024-01-16,5,Tuesday,1.4851
366,77.69,C,2024-01-16 06:00:00,medium,2024-01-16,6,Tuesday,-0.7337
367,75.33,B,2024-01-16 07:00:00,medium,2024-01-16,7,Tuesday,-0.8122
368,106.07,A,2024-01-16 08:00:00,high,2024-01-16,8,Tuesday,0.2097
369,125.33,B,2024-01-16 09:00:00,high,2024-01-16,9,Tuesday,0.8499
370,100.34,A,2024-01-16 10:00:00,high,2024-01-16,10,Tuesday,0.0192
371,139.87,B,2024-01-16 11:00:00,high,2024-01-16,11,Tuesday,1.3332
373,125.25,B,2024-01-16 13:00:00,high,2024-01-16,13,Tuesday,0.8472
374,116.62,B,2024-01-16 14:00:00,high,2024-01-16,14,Tuesday,0.5604
375,169.83,B,2024-01-16 15:00:00,premium,2024-01-16,15,Tuesday,2.3291
376,93.85,C,2024-01-16 16:00:00,medium,2024-01-16,16,Tuesday,-0.1965
377,39.89,B,2024-01-16 17:00:00,low,2024-01-16,17,Tuesday,-1.9902
378,148.13,B,2024-01-16 18:00:00,high,2024-01-16,18,Tuesday,1.6078
379,86.27,A,2024-01-16 19:00:00,medium,2024-01-16,19,Tuesday,-0.4485
380,103.24,B,2024-01-16 20:00:00,high,2024-01-16,20,Tuesday,0.1156
381,139.29,A,2024-01-16 21:00:00,high,2024-01-16,21,Tuesday,1.3139
382,51.93,B,2024-01-16 22:00:00,medium,2024-01-16,22,Tuesday,-1.59
383,62.45,C,2024-01-16 23:00:00,medium,2024-01-16,23,Tuesday,-1.2403
384,51.96,A,2024-01-17 00:00:00,medium,2024-01-17,0,Wednesday,-1.589
385,76.18,B,2024-01-17 01:00:00,medium,2024-01-17,1,Wednesday,-0.7839
386,113.19,A,2024-01-17 02:00:00,high,2024-01-17,2,Wednesday,0.4463
387,115.73,A,2024-01-17 03:00:00,high,2024-01-17,3,Wednesday,0.5308
389,57.62,A,2024-01-17 05:00:00,medium,2024-01-17,5,Wednesday,-1.4009
392,85.85,C,2024-01-17 08:00:00,medium,2024-01-17,8,Wednesday,-0.4625
393,113.78,B,2024-01-17 09:00:00,high,2024-01-17,9,Wednesday,0.466
394,121.06,C,2024-01-17 10:00:00,high,2024-01-17,10,Wednesday,0.708
395,104.15,C,2024-01-17 11:00:00,high,2024-01-17,11,Wednesday,0.1458
396,122.8,B,2024-01-17 12:00:00,high,2024-01-17,12,Wednesday,0.7658
397,106.88,A,2024-01-17 13:00:00,high,2024-01-17,13,Wednesday,0.2366
398,115.9,C,2024-01-17 14:00:00,high,2024-01-17,14,Wednesday,0.5364
400,94.61,A,2024-01-17 16:00:00,medium,2024-01-17,16,Wednesday,-0.1713
401,105.9,B,2024-01-17 17:00:00,high,2024-01-17,17,Wednesday,0.204
402,124.62,A,2024-01-17 18:00:00,high,2024-01-17,18,Wednesday,0.8263
403,88.19,A,2024-01-17 19:00:00,medium,2024-01-17,19,Wednesday,-0.3847
404,115.64,C,2024-01-17 20:00:00,high,2024-01-17,20,Wednesday,0.5278
405,92.02,A,2024-01-17 21:00:00,medium,2024-01-17,21,Wednesday,-0.2574
407,124.89,C,2024-01-17 23:00:00,high,2024-01-17,23,Wednesday,0.8353
408,40.21,A,2024-01-18 00:00:00,low,2024-01-18,0,Thursday,-1.9796
409,61.11,C,2024-01-18 01:00:00,medium,2024-01-18,1,Thursday,-1.2848
410,55.53,C,2024-01-18 02:00:00,medium,2024-01-18,2,Thursday,-1.4703
411,29.99,B,2024-01-18 03:00:00,low,2024-01-18,3,Thursday,-2.3193
412,79.65,B,2024-01-18 04:00:00,medium,2024-01-18,4,Thursday,-0.6686
413,122.48,C,2024-01-18 05:00:00,high,2024-01-18,5,Thursday,0.7552
414,91.45,B,2024-01-18 06:00:00,medium,2024-01-18,6,Thursday,-0.2763
415,105.93,A,2024-01-18 07:00:00,high,2024-01-18,7,Thursday,0.205
416,132.68,A,2024-01-18 08:00:00,high,2024-01-18,8,Thursday,1.0942
417,139.83,A,2024-01-18 09:00:00,high,2024-01-18,9,Thursday,1.3319
418,97.93,B,2024-01-18 10:00:00,medium,2024-01-18,10,Thursday,-0.0609
419,140.61,A,2024-01-18 11:00:00,high,2024-01-18,11,Thursday,1.3578
420,102.76,B,2024-01-18 12:00:00,high,2024-01-18,12,Thursday,0.0996
421,74.88,B,2024-01-18 13:00:00,medium,2024-01-18,13,Thursday,-0.8271
422,82.17,C,2024-01-18 14:00:00,medium,2024-01-18,14,Thursday,-0.5848
423,55.58,B,2024-01-18 15:00:00,medium,2024-01-18,15,Thursday,-1.4687
426,124.11,A,2024-01-18 18:00:00,high,2024-01-18,18,Thursday,0.8093
427,151.62,B,2024-01-18 19:00:00,premium,2024-01-18,19,Thursday,1.7238
428,58.53,A,2024-01-18 20:00:00,medium,2024-01-18,20,Thursday,-1.3706
429,111.78,C,2024-01-18 21:00:00,high,2024-01-18,21,Thursday,0.3995
430,68.78,B,2024-01-18 22:00:00,medium,2024-01-18,22,Thursday,-1.0299
431,114.24,A,2024-01-18 23:00:00,high,2024-01-18,23,Thursday,0.4812
432,96.07,A,2024-01-19 00:00:00,medium,2024-01-19,0,Friday,-0.1227
433,45.07,B,2024-01-19 01:00:00,low,2024-01-19,1,Friday,-1.818
434,127.85,C,2024-01-19 02:00:00,high,2024-01-19,2,Friday,0.9337
435,81.85,C,2024-01-19 03:00:00,medium,2024-01-19,3,Friday,-0.5954
436,83.98,A,2024-01-19 04:00:00,medium,2024-01-19,4,Friday,-0.5246
437,67.91,A,2024-01-19 05:00:00,medium,2024-01-19,5,Friday,-1.0588
438,80.37,B,2024-01-19 06:00:00,medium,2024-01-19,6,Friday,-0.6446
439,112.84,B,2024-01-19 07:00:00,high,2024-01-19,7,Friday,0.4347
440,94.32,A,2024-01-19 08:00:00,medium,2024-01-19,8,Friday,-0.1809
441,109.86,A,2024-01-19 09:00:00,high,2024-01-19,9,Friday,0.3357
442,110.86,C,2024-01-19 10:00:00,high,2024-01-19,10,Friday,0.3689
443,139.62,B,2024-01-19 11:00:00,high,2024-01-19,11,Friday,1.3249
444,89.72,C,2024-01-19 12:00:00,medium,2024-01-19,12,Friday,-0.3338
445,55.69,B,2024-01-19 13:00:00,medium,2024-01-19,13,Friday,-1.465
446,132.02,B,2024-01-19 14:00:00,high,2024-01-19,14,Friday,1.0723
447,90.06,B,2024-01-19 15:00:00,medium,2024-01-19,15,Friday,-0.3225
448,133.44,A,2024-01-19 16:00:00,high,2024-01-19,16,Friday,1.1195
449,111.5,A,2024-01-19 17:00:00,high,2024-01-19,17,Friday,0.3902
451,110.46,C,2024-01-19 19:00:00,high,2024-01-19,19,Friday,0.3556
452,158.53,C,2024-01-19 20:00:00,premium,2024-01-19,20,Friday,1.9535
453,162.31,A,2024-01-19 21:00:00,premium,2024-01-19,21,Friday,2.0791
454,102.08,A,2024-01-19 22:00:00,high,2024-01-19,22,Friday,0.077
455,104.81,A,2024-01-19 23:00:00,high,2024-01-19,23,Friday,0.1678
457,74.63,C,2024-01-20 01:00:00,medium,2024-01-20,1,Saturday,-0.8354
458,109.99,B,2024-01-20 02:00:00,high,2024-01-20,2,Saturday,0.34
460,109.42,A,2024-01-20 04:00:00,high,2024-01-20,4,Saturday,0.321
461,75.0,B,2024-01-20 05:00:00,medium,2024-01-20,5,Saturday,-0.8231
463,37.81,A,2024-01-20 07:00:00,low,2024-01-20,7,Saturday,-2.0594
465,86.24,C,2024-01-20 09:00:00,medium,2024-01-20,9,Saturday,-0.4495
466,91.2,A,2024-01-20 10:00:00,medium,2024-01-20,10,Saturday,-0.2846
467,158.12,A,2024-01-20 11:00:00,premium,2024-01-20,11,Saturday,1.9399
468,133.18,B,2024-01-20 12:00:00,high,2024-01-20,12,Saturday,1.1108
469,71.14,A,2024-01-20 13:00:00,medium,2024-01-20,13,Saturday,-0.9514
471,87.79,B,2024-01-20 15:00:00,medium,2024-01-20,15,Saturday,-0.398
472,91.47,A,2024-01-20 16:00:00,medium,2024-01-20,16,Saturday,-0.2757
473,105.56,A,2024-01-20 17:00:00,high,2024-01-20,17,Saturday,0.1927
474,118.58,A,2024-01-20 18:00:00,high,2024-01-20,18,Saturday,0.6255
476,131.92,A,2024-01-20 20:00:00,high,2024-01-20,20,Saturday,1.0689
477,65.74,B,2024-01-20 21:00:00,medium,2024-01-20,21,Saturday,-1.1309
478,100.19,A,2024-01-20 22:00:00,high,2024-01-20,22,Saturday,0.0142
479,177.93,C,2024-01-20 23:00:00,premium,2024-01-20,23,Saturday,2.5984
480,106.69,A,2024-01-21 00:00:00,high,2024-01-21,0,Sunday,0.2303
481,143.0,A,2024-01-21 01:00:00,high,2024-01-21,1,Sunday,1.4373
482,102.75,C,2024-01-21 02:00:00,high,2024-01-21,2,Sunday,0.0993
483,117.42,C,2024-01-21 03:00:00,high,2024-01-21,3,Sunday,0.587
484,98.3,A,2024-01-21 04:00:00,medium,2024-01-21,4,Sunday,-0.0486
485,94.89,A,2024-01-21 05:00:00,medium,2024-01-21,5,Sunday,-0.162
487,112.91,A,2024-01-21 07:00:00,high,2024-01-21,7,Sunday,0.437
488,74.45,A,2024-01-21 08:00:00,medium,2024-01-21,8,Sunday,-0.8414
489,119.97,B,2024-01-21 09:00:00,high,2024-01-21,9,Sunday,0.6717
490,132.56,A,2024-01-21 10:00:00,high,2024-01-21,10,Sunday,1.0902
491,111.0,B,2024-01-21 11:00:00,high,2024-01-21,11,Sunday,0.3735
492,91.41,B,2024-01-21 12:00:00,medium,2024-01-21,12,Sunday,-0.2776
493,113.62,B,2024-01-21 13:00:00,high,2024-01-21,13,Sunday,0.4606
494,90.74,B,2024-01-21 14:00:00,medium,2024-01-21,14,Sunday,-0.2999
495,128.07,B,2024-01-21 15:00:00,high,2024-01-21,15,Sunday,0.941
496,45.06,C,2024-01-21 16:00:00,low,2024-01-21,16,Sunday,-1.8184
497,89.93,A,2024-01-21 17:00:00,medium,2024-01-21,17,Sunday,-0.3268
498,40.28,A,2024-01-21 18:00:00,low,2024-01-21,18,Sunday,-1.9773
499,55.15,B,2024-01-21 19:00:00,medium,2024-01-21,19,Sunday,-1.483
500,140.92,A,2024-01-21 20:00:00,high,2024-01-21,20,Sunday,1.3681
501,126.86,A,2024-01-21 21:00:00,high,2024-01-21,21,Sunday,0.9007
502,78.42,A,2024-01-21 22:00:00,medium,2024-01-21,22,Sunday,-0.7094
503,54.92,C,2024-01-21 23:00:00,medium,2024-01-21,23,Sunday,-1.4906
504,11.06,A,2024-01-22 00:00:00,low,2024-01-22,0,Monday,-2.9486
505,83.7,C,2024-01-22 01:00:00,medium,2024-01-22,1,Monday,-0.5339
506,172.61,C,2024-01-22 02:00:00,premium,2024-01-22,2,Monday,2.4215
507,113.05,B,2024-01-22 03:00:00,high,2024-01-22,3,Monday,0.4417
508,83.21,A,2024-01-22 04:00:00,medium,2024-01-22,4,Monday,-0.5502
509,113.95,C,2024-01-22 05:00:00,high,2024-01-22,5,Monday,0.4716
510,53.17,A,2024-01-22 06:00:00,medium,2024-01-22,6,Monday,-1.5488
512,102.98,C,2024-01-22 08:00:00,high,2024-01-22,8,Monday,0.107
513,97.42,A,2024-01-22 09:00:00,medium,2024-01-22,9,Monday,-0.0779
514,123.72,C,2024-01-22 10:00:00,high,2024-01-22,10,Monday,0.7964
515,110.34,B,2024-01-22 11:00:00,high,2024-01-22,11,Monday,0.3516
516,120.05,B,2024-01-22 12:00:00,high,2024-01-22,12,Monday,0.6744
517,79.35,B,2024-01-22 13:00:00,medium,2024-01-22,13,Monday,-0.6785
518,126.93,B,2024-01-22 14:00:00,high,2024-01-22,14,Monday,0.9031
519,148.87,C,2024-01-22 15:00:00,high,2024-01-22,15,Monday,1.6324
520,70.9,C,2024-01-22 16:00:00,medium,2024-01-22,16,Monday,-0.9594
521,73.37,A,2024-01-22 17:00:00,medium,2024-01-22,17,Monday,-0.8773
522,140.07,B,2024-01-22 18:00:00,high,2024-01-22,18,Monday,1.3399
523,94.26,B,2024-01-22 19:00:00,medium,2024-01-22,19,Monday,-0.1829
524,142.11,B,2024-01-22 20:00:00,high,2024-01-22,20,Monday,1.4077
525,86.72,B,2024-01-22 21:00:00,medium,2024-01-22,21,Monday,-0.4335
526,143.65,A,2024-01-22 22:00:00,high,2024-01-22,22,Monday,1.4589
527,103.94,C,2024-01-22 23:00:00,high,2024-01-22,23,Monday,0.1389
528,107.75,A,2024-01-23 00:00:00,high,2024-01-23,0,Tuesday,0.2655
529,146.94,A,2024-01-23 01:00:00,high,2024-01-23,1,Tuesday,1.5682
530,89.15,B,2024-01-23 02:00:00,medium,2024-01-23,2,Tuesday,-0.3528
531,71.77,A,2024-01-23 03:00:00,medium,2024-01-23,3,Tuesday,-0.9305
532,86.54,A,2024-01-23 04:00:00,medium,2024-01-23,4,Tuesday,-0.4395
533,113.57,A,2024-01-23 05:00:00,high,2024-01-23,5,Tuesday,0.459
534,53.03,B,2024-01-23 06:00:00,medium,2024-01-23,6,Tuesday,-1.5534
536,83.84,B,2024-01-23 08:00:00,medium,2024-01-23,8,Tuesday,-0.5293
537,134.43,A,2024-01-23 09:00:00,high,2024-01-23,9,Tuesday,1.1524
538,28.17,C,2024-01-23 10:00:00,low,2024-01-23,10,Tuesday,-2.3798
539,76.4,A,2024-01-23 11:00:00,medium,2024-01-23,11,Tuesday,-0.7766
541,75.21,B,2024-01-23 13:00:00,medium,2024-01-23,13,Tuesday,-0.8162
542,107.43,A,2024-01-23 14:00:00,high,2024-01-23,14,Tuesday,0.2549
543,94.62,B,2024-01-23 15:00:00,medium,2024-01-23,15,Tuesday,-0.1709
544,92.4,A,2024-01-23 16:00:00,medium,2024-01-23,16,Tuesday,-0.2447
545,95.22,C,2024-01-23 17:00:00,medium,2024-01-23,17,Tuesday,-0.151
546,106.1,A,2024-01-23 18:00:00,high,2024-01-23,18,Tuesday,0.2107
547,69.74,C,2024-01-23 19:00:00,medium,2024-01-23,19,Tuesday,-0.998
548,121.21,C,2024-01-23 20:00:00,high,2024-01-23,20,Tuesday,0.7129
549,119.88,C,2024-01-23 21:00:00,high,2024-01-23,21,Tuesday,0.6687
550,111.55,C,2024-01-23 22:00:00,high,2024-01-23,22,Tuesday,0.3918
551,116.7,A,2024-01-23 23:00:00,high,2024-01-23,23,Tuesday,0.563
552,108.89,B,2024-01-24 00:00:00,high,2024-01-24,0,Wednesday,0.3034
553,161.05,C,2024-01-24 01:00:00,premium,2024-01-24,1,Wednesday,2.0373
554,97.39,A,2024-01-24 02:00:00,medium,2024-01-24,2,Wednesday,-0.0789
555,90.79,A,2024-01-24 03:00:00,medium,2024-01-24,3,Wednesday,-0.2983
556,77.39,A,2024-01-24 04:00:00,medium,2024-01-24,4,Wednesday,-0.7437
557,69.03,A,2024-01-24 05:00:00,medium,2024-01-24,5,Wednesday,-1.0216
558,62.67,C,2024-01-24 06:00:00,medium,2024-01-24,6,Wednesday,-1.233
559,73.34,B,2024-01-24 07:00:00,medium,2024-01-24,7,Wednesday,-0.8783
560,97.88,B,2024-01-24 08:00:00,medium,2024-01-24,8,Wednesday,-0.0626
562,101.53,A,2024-01-24 10:00:00,high,2024-01-24,10,Wednesday,0.0588
563,77.03,C,2024-01-24 11:00:00,medium,2024-01-24,11,Wednesday,-0.7557
564,127.01,A,2024-01-24 12:00:00,high,2024-01-24,12,Wednesday,0.9057
565,122.18,A,2024-01-24 13:00:00,high,2024-01-24,13,Wednesday,0.7452
566,95.21,A,2024-01-24 14:00:00,medium,2024-01-24,14,Wednesday,-0.1513
567,80.41,A,2024-01-24 15:00:00,medium,2024-01-24,15,Wednesday,-0.6433
568,116.45,B,2024-01-24 16:00:00,high,2024-01-24,16,Wednesday,0.5547
569,105.64,B,2024-01-24 17:00:00,high,2024-01-24,17,Wednesday,0.1954
570,56.56,A,2024-01-24 18:00:00,medium,2024-01-24,18,Wednesday,-1.4361
571,97.96,A,2024-01-24 19:00:00,medium,2024-01-24,19,Wednesday,-0.0599
572,107.86,B,2024-01-24 20:00:00,high,2024-01-24,20,Wednesday,0.2692
573,73.01,A,2024-01-24 21:00:00,medium,2024-01-24,21,Wednesday,-0.8893
574,105.7,C,2024-01-24 22:00:00,high,2024-01-24,22,Wednesday,0.1974
576,140.09,C,2024-01-25 00:00:00,high,2024-01-25,0,Thursday,1.3405
577,137.44,B,2024-01-25 01:00:00,high,2024-01-25,1,Thursday,1.2524
578,92.42,B,2024-01-25 02:00:00,medium,2024-01-25,2,Thursday,-0.2441
579,110.9,B,2024-01-25 03:00:00,high,2024-01-25,3,Thursday,0.3702
582,91.19,B,2024-01-25 06:00:00,medium,2024-01-25,6,Thursday,-0.285
583,67.84,B,2024-01-25 07:00:00,medium,2024-01-25,7,Thursday,-1.0611
584,121.43,C,2024-01-25 08:00:00,high,2024-01-25,8,Thursday,0.7202
585,159.92,A,2024-01-25 09:00:00,premium,2024-01-25,9,Thursday,1.9997
586,64.7,B,2024-01-25 10:00:00,medium,2024-01-25,10,Thursday,-1.1655
587,74.88,B,2024-01-25 11:00:00,medium,2024-01-25,11,Thursday,-0.8271
588,107.06,C,2024-01-25 12:00:00,high,2024-01-25,12,Thursday,0.2426
589,148.33,A,2024-01-25 13:00:00,high,2024-01-25,13,Thursday,1.6144
590,63.33,A,2024-01-25 14:00:00,medium,2024-01-25,14,Thursday,-1.2111
591,107.47,A,2024-01-25 15:00:00,high,2024-01-25,15,Thursday,0.2562
592,154.64,B,2024-01-25 16:00:00,premium,2024-01-25,16,Thursday,1.8242
594,61.57,C,2024-01-25 18:00:00,medium,2024-01-25,18,Thursday,-1.2696
595,87.29,A,2024-01-25 19:00:00,medium,2024-01-25,19,Thursday,-0.4146
596,84.38,A,2024-01-25 20:00:00,medium,2024-01-25,20,Thursday,-0.5113
597,124.38,C,2024-01-25 21:00:00,high,2024-01-25,21,Thursday,0.8183
598,107.25,C,2024-01-25 22:00:00,high,2024-01-25,22,Thursday,0.2489
599,46.75,B,2024-01-25 23:00:00,low,2024-01-25,23,Thursday,-1.7622
600,115.46,A,2024-01-26 00:00:00,high,2024-01-26,0,Friday,0.5218
601,82.67,A,2024-01-26 01:00:00,medium,2024-01-26,1,Friday,-0.5682
602,138.23,C,2024-01-26 02:00:00,high,2024-01-26,2,Friday,1.2787
603,81.17,B,2024-01-26 03:00:00,medium,2024-01-26,3,Friday,-0.618
604,80.9,A,2024-01-26 04:00:00,medium,2024-01-26,4,Friday,-0.627
606,122.89,B,2024-01-26 06:00:00,high,2024-01-26,6,Friday,0.7688
608,49.43,B,2024-01-26 08:00:00,low,2024-01-26,8,Friday,-1.6731
609,116.14,B,2024-01-26 09:00:00,high,2024-01-26,9,Friday,0.5444
613,113.39,C,2024-01-26 13:00:00,high,2024-01-26,13,Friday,0.453
614,75.8,B,2024-01-26 14:00:00,medium,2024-01-26,14,Friday,-0.7965
615,61.52,A,2024-01-26 15:00:00,medium,2024-01-26,15,Friday,-1.2712
616,121.41,A,2024-01-26 16:00:00,high,2024-01-26,16,Friday,0.7196
618,81.58,A,2024-01-26 18:00:00,medium,2024-01-26,18,Friday,-0.6044
619,143.54,C,2024-01-26 19:00:00,high,2024-01-26,19,Friday,1.4552
623,81.41,B,2024-01-26 23:00:00,medium,2024-01-26,23,Friday,-0.6101
624,114.13,B,2024-01-27 00:00:00,high,2024-01-27,0,Saturday,0.4776
626,87.65,A,2024-01-27 02:00:00,medium,2024-01-27,2,Saturday,-0.4026
627,140.88,A,2024-01-27 03:00:00,high,2024-01-27,3,Saturday,1.3668
629,27.62,B,2024-01-27 05:00:00,low,2024-01-27,5,Saturday,-2.3981
630,148.33,B,2024-01-27 06:00:00,high,2024-01-27,6,Saturday,1.6144
631,176.48,A,2024-01-27 07:00:00,premium,2024-01-27,7,Saturday,2.5502
632,87.84,B,2024-01-27 08:00:00,medium,2024-01-27,8,Saturday,-0.3963
634,90.69,B,2024-01-27 10:00:00,medium,2024-01-27,10,Saturday,-0.3016
635,91.41,B,2024-01-27 11:00:00,medium,2024-01-27,11,Saturday,-0.2776
636,94.3,B,2024-01-27 12:00:00,medium,2024-01-27,12,Saturday,-0.1816
637,66.6,C,2024-01-27 13:00:00,medium,2024-01-27,13,Saturday,-1.1024
639,115.74,B,2024-01-27 15:00:00,high,2024-01-27,15,Saturday,0.5311
640,55.17,B,2024-01-27 16:00:00,medium,2024-01-27,16,Saturday,-1.4823
641,120.98,A,2024-01-27 17:00:00,high,2024-01-27,17,Saturday,0.7053
642,161.58,B,2024-01-27 18:00:00,premium,2024-01-27,18,Saturday,2.0549
643,105.16,A,2024-01-27 19:00:00,high,2024-01-27,19,Saturday,0.1794
644,89.88,B,2024-01-27 20:00:00,medium,2024-01-27,20,Saturday,-0.3285
645,95.74,B,2024-01-27 21:00:00,medium,2024-01-27,21,Saturday,-0.1337
646,118.46,A,2024-01-27 22:00:00,high,2024-01-27,22,Saturday,0.6215
647,48.08,A,2024-01-27 23:00:00,low,2024-01-27,23,Saturday,-1.718
648,104.93,A,2024-01-28 00:00:00,high,2024-01-28,0,Sunday,0.1718
649,88.29,A,2024-01-28 01:00:00,medium,2024-01-28,1,Sunday,-0.3814
650,155.43,C,2024-01-28 02:00:00,premium,2024-01-28,2,Sunday,1.8504
651,94.77,A,2024-01-28 03:00:00,medium,2024-01-28,3,Sunday,-0.166
652,150.04,A,2024-01-28 04:00:00,premium,2024-01-28,4,Sunday,1.6713
654,117.62,A,2024-01-28 06:00:00,high,2024-01-28,6,Sunday,0.5936
655,109.58,C,2024-01-28 07:00:00,high,2024-01-28,7,Sunday,0.3263
656,73.93,B,2024-01-28 08:00:00,medium,2024-01-28,8,Sunday,-0.8587
657,105.32,C,2024-01-28 09:00:00,high,2024-01-28,9,Sunday,0.1847
658,136.38,B,2024-01-28 10:00:00,high,2024-01-28,10,Sunday,1.2172
659,90.29,A,2024-01-28 11:00:00,medium,2024-01-28,11,Sunday,-0.3149
660,49.24,C,2024-01-28 12:00:00,low,2024-01-28,12,Sunday,-1.6794
661,99.47,C,2024-01-28 13:00:00,medium,2024-01-28,13,Sunday,-0.0097
663,89.73,C,2024-01-28 15:00:00,medium,2024-01-28,15,Sunday,-0.3335
664,97.55,B,2024-01-28 16:00:00,medium,2024-01-28,16,Sunday,-0.0735
666,51.53,C,2024-01-28 18:00:00,medium,2024-01-28,18,Sunday,-1.6033
667,114.46,A,2024-01-28 19:00:00,high,2024-01-28,19,Sunday,0.4886
668,84.32,C,2024-01-28 20:00:00,medium,2024-01-28,20,Sunday,-0.5133
670,123.55,C,2024-01-28 22:00:00,high,2024-01-28,22,Sunday,0.7907
671,108.17,A,2024-01-28 23:00:00,high,2024-01-28,23,Sunday,0.2795
672,78.58,C,2024-01-29 00:00:00,medium,2024-01-29,0,Monday,-0.7041
673,60.5,B,2024-01-29 01:00:00,medium,2024-01-29,1,Monday,-1.3051
674,125.07,A,2024-01-29 02:00:00,high,2024-01-29,2,Monday,0.8412
675,110.48,C,2024-01-29 03:00:00,high,2024-01-29,3,Monday,0.3563
676,171.48,B,2024-01-29 04:00:00,premium,2024-01-29,4,Monday,2.384
677,112.61,C,2024-01-29 05:00:00,high,2024-01-29,5,Monday,0.4271
678,111.63,B,2024-01-29 06:00:00,high,2024-01-29,6,Monday,0.3945
679,94.99,A,2024-01-29 07:00:00,medium,2024-01-29,7,Monday,-0.1586
681,118.75,B,2024-01-29 09:00:00,high,2024-01-29,9,Monday,0.6312
682,137.55,B,2024-01-29 10:00:00,high,2024-01-29,10,Monday,1.2561
683,84.36,B,2024-01-29 11:00:00,medium,2024-01-29,11,Monday,-0.512
684,86.94,A,2024-01-29 12:00:00,medium,2024-01-29,12,Monday,-0.4262
685,85.63,B,2024-01-29 13:00:00,medium,2024-01-29,13,Monday,-0.4698
686,123.72,B,2024-01-29 14:00:00,high,2024-01-29,14,Monday,0.7964
689,87.26,C,2024-01-29 17:00:00,medium,2024-01-29,17,Monday,-0.4156
690,109.42,A,2024-01-29 18:00:00,high,2024-01-29,18,Monday,0.321
691,92.63,C,2024-01-29 19:00:00,medium,2024-01-29,19,Monday,-0.2371
692,128.56,A,2024-01-29 20:00:00,high,2024-01-29,20,Monday,0.9573
693,32.45,C,2024-01-29 21:00:00,low,2024-01-29,21,Monday,-2.2375
694,75.2,B,2024-01-29 22:00:00,medium,2024-01-29,22,Monday,-0.8165
696,30.39,A,2024-01-30 00:00:00,low,2024-01-30,0,Tuesday,-2.306
697,71.09,A,2024-01-30 01:00:00,medium,2024-01-30,1,Tuesday,-0.9531
699,93.97,B,2024-01-30 03:00:00,medium,2024-01-30,3,Tuesday,-0.1925
700,133.39,C,2024-01-30 04:00:00,high,2024-01-30,4,Tuesday,1.1178
702,69.08,B,2024-01-30 06:00:00,medium,2024-01-30,6,Tuesday,-1.0199
703,98.29,B,2024-01-30 07:00:00,medium,2024-01-30,7,Tuesday,-0.0489
704,131.48,B,2024-01-30 08:00:00,high,2024-01-30,8,Tuesday,1.0543
705,70.72,C,2024-01-30 09:00:00,medium,2024-01-30,9,Tuesday,-0.9654
707,116.76,A,2024-01-30 11:00:00,high,2024-01-30,11,Tuesday,0.565
708,93.35,C,2024-01-30 12:00:00,medium,2024-01-30,12,Tuesday,-0.2132
709,119.42,A,2024-01-30 13:00:00,high,2024-01-30,13,Tuesday,0.6534
710,99.59,B,2024-01-30 14:00:00,medium,2024-01-30,14,Tuesday,-0.0057
711,121.05,C,2024-01-30 15:00:00,high,2024-01-30,15,Tuesday,0.7076
713,99.64,B,2024-01-30 17:00:00,medium,2024-01-30,17,Tuesday,-0.0041
714,93.68,A,2024-01-30 18:00:00,medium,2024-01-30,18,Tuesday,-0.2022
715,63.52,A,2024-01-30 19:00:00,medium,2024-01-30,19,Tuesday,-1.2047
716,53.1,A,2024-01-30 20:00:00,medium,2024-01-30,20,Tuesday,-1.5511
717,120.57,A,2024-01-30 21:00:00,high,2024-01-30,21,Tuesday,0.6917
718,89.47,C,2024-01-30 22:00:00,medium,2024-01-30,22,Tuesday,-0.3421
719,69.33,B,2024-01-30 23:00:00,medium,2024-01-30,23,Tuesday,-1.0116
720,97.11,A,2024-01-31 00:00:00,medium,2024-01-31,0,Wednesday,-0.0882
721,133.84,C,2024-01-31 01:00:00,high,2024-01-31,1,Wednesday,1.1328
722,31.58,A,2024-01-31 02:00:00,low,2024-01-31,2,Wednesday,-2.2665
723,55.1,A,2024-01-31 03:00:00,medium,2024-01-31,3,Wednesday,-1.4846
725,143.84,A,2024-01-31 05:00:00,high,2024-01-31,5,Wednesday,1.4652
726,108.48,B,2024-01-31 06:00:00,high,2024-01-31,6,Wednesday,0.2898
727,123.02,B,2024-01-31 07:00:00,high,2024-01-31,7,Wednesday,0.7731
728,65.8,A,2024-01-31 08:00:00,medium,2024-01-31,8,Wednesday,-1.1289
729,66.41,A,2024-01-31 09:00:00,medium,2024-01-31,9,Wednesday,-1.1087
730,113.43,A,2024-01-31 10:00:00,high,2024-01-31,10,Wednesday,0.4543
731,101.75,A,2024-01-31 11:00:00,high,2024-01-31,11,Wednesday,0.0661
732,116.46,C,2024-01-31 12:00:00,high,2024-01-31,12,Wednesday,0.555
733,94.37,B,2024-01-31 13:00:00,medium,2024-01-31,13,Wednesday,-0.1793
734,108.34,B,2024-01-31 14:00:00,high,2024-01-31,14,Wednesday,0.2851
735,104.74,A,2024-01-31 15:00:00,high,2024-01-31,15,Wednesday,0.1655
737,124.21,A,2024-01-31 17:00:00,high,2024-01-31,17,Wednesday,0.8127
738,51.4,C,2024-01-31 18:00:00,medium,2024-01-31,18,Wednesday,-1.6076
739,32.58,A,2024-01-31 19:00:00,low,2024-01-31,19,Wednesday,-2.2332
